date,total_cases,new_cases,total_deaths,new_deaths,new_tests,total_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated
2020-12-12,247593.0,899.0,1689.0,15.0,5242.0,1825860.0,0.161,6.2,,,
2020-12-13,248423.0,830.0,1698.0,9.0,5181.0,1831041.0,0.16,6.3,,,
2020-12-14,249244.0,821.0,1716.0,18.0,5423.0,1836464.0,0.159,6.3,,,
2020-12-15,250180.0,936.0,1730.0,14.0,7117.0,1843581.0,0.155,6.5,,,
2020-12-16,250916.0,736.0,1743.0,13.0,5555.0,1849136.0,0.15,6.7,,,
2020-12-17,251692.0,776.0,1749.0,6.0,6588.0,1855724.0,0.142,7.0,,,
2020-12-18,252474.0,782.0,1765.0,16.0,5706.0,1861430.0,0.142,7.1,,,
2020-12-19,253184.0,710.0,1777.0,12.0,4780.0,1866210.0,0.139,7.2,,,
2020-12-20,253772.0,588.0,1788.0,11.0,4620.0,1870830.0,0.134,7.4,,,
2020-12-21,254514.0,742.0,1795.0,7.0,,,0.128,7.8,,,
2020-12-22,255236.0,722.0,1798.0,3.0,,1884181.0,0.125,8.0,,,
2020-12-23,255979.0,743.0,1803.0,5.0,6559.0,1890740.0,0.122,8.2,,,
2020-12-24,256592.0,613.0,1808.0,5.0,5510.0,1896250.0,0.121,8.3,,,
2020-12-25,257200.0,608.0,1816.0,8.0,4142.0,1900392.0,0.121,8.2,,,
2020-12-26,257700.0,500.0,1819.0,3.0,5434.0,1905826.0,0.114,8.8,,,
2020-12-27,258181.0,481.0,1825.0,6.0,3828.0,1909654.0,0.114,8.8,,,
2020-12-28,258840.0,659.0,1832.0,7.0,5578.0,1915232.0,0.115,8.7,,,
2020-12-29,259548.0,708.0,1840.0,8.0,6135.0,1921367.0,0.116,8.6,,,
2020-12-30,260059.0,511.0,1847.0,7.0,,,0.113,8.9,,,
2020-12-31,260593.0,534.0,1856.0,9.0,,1932477.0,0.11,9.1,,,
2021-01-01,261019.0,426.0,1864.0,8.0,5225.0,1937702.0,0.102,9.8,,,
2021-01-02,261438.0,419.0,1870.0,6.0,,,0.1,10.0,,,
2021-01-03,261859.0,421.0,1878.0,8.0,,1948502.0,0.095,10.6,,,
2021-01-04,262262.0,403.0,1885.0,7.0,4401.0,1952903.0,0.091,11.0,,,
2021-01-05,262784.0,522.0,1893.0,8.0,4551.0,1957454.0,0.09,11.2,,,
2021-01-06,263193.0,409.0,1899.0,6.0,6706.0,1964160.0,0.084,11.9,,,
2021-01-07,263605.0,412.0,1903.0,4.0,5132.0,1969292.0,0.082,12.2,,,
2021-01-08,264159.0,554.0,1909.0,6.0,5269.0,1974561.0,0.085,11.7,,,
2021-01-09,264521.0,362.0,1912.0,3.0,4286.0,1978847.0,0.086,11.6,,,
2021-01-10,264780.0,259.0,1917.0,5.0,3399.0,1982246.0,0.087,11.6,,,
2021-01-11,265268.0,488.0,1927.0,10.0,5309.0,1987555.0,0.087,11.5,,,
2021-01-12,265698.0,430.0,1932.0,5.0,5300.0,1992855.0,0.082,12.1,,,
2021-01-13,266143.0,445.0,1937.0,5.0,4154.0,1997009.0,0.09,11.1,,,
2021-01-14,266546.0,403.0,1943.0,6.0,5032.0,2002041.0,0.09,11.1,,,
2021-01-15,266816.0,270.0,1948.0,5.0,3084.0,2005125.0,0.087,11.5,,,
2021-01-16,267056.0,240.0,1954.0,6.0,3819.0,2008944.0,0.084,11.9,,,
2021-01-17,267322.0,266.0,1959.0,5.0,3508.0,2012452.0,0.084,11.9,,,
2021-01-18,267644.0,322.0,1965.0,6.0,4306.0,2016758.0,0.081,12.3,,,
2021-01-19,267992.0,348.0,1969.0,4.0,4956.0,2021714.0,0.079,12.6,,,
2021-01-20,268310.0,318.0,1975.0,6.0,5012.0,2026726.0,0.073,13.7,,,
2021-01-21,268646.0,336.0,1979.0,4.0,5030.0,2031756.0,0.071,14.2,,,
2021-01-22,268948.0,302.0,1986.0,7.0,3545.0,2035301.0,0.071,14.2,,,
2021-01-23,269180.0,232.0,1994.0,8.0,3541.0,2038842.0,0.071,14.1,,,
2021-01-24,269450.0,270.0,2001.0,7.0,4413.0,2043255.0,0.069,14.5,,,
2021-01-25,269789.0,339.0,2011.0,10.0,4858.0,2048113.0,0.068,14.6,,,
2021-01-26,270092.0,303.0,2017.0,6.0,4574.0,2052687.0,0.068,14.8,0.0,,
2021-01-27,270375.0,283.0,2020.0,3.0,4382.0,2057069.0,0.068,14.7,,,
2021-01-28,270588.0,213.0,2020.0,0.0,3791.0,2060860.0,0.067,15.0,,,
2021-01-29,270745.0,157.0,2025.0,5.0,3221.0,2064081.0,0.062,16.0,,,
2021-01-30,270854.0,109.0,2027.0,2.0,3618.0,2067699.0,0.058,17.2,,,
2021-01-31,270959.0,105.0,2029.0,2.0,3308.0,2071007.0,0.054,18.4,,,
2021-02-01,271118.0,159.0,2029.0,0.0,4145.0,2075152.0,0.049,20.3,113175.0,113175.0,
2021-02-02,271289.0,171.0,2030.0,1.0,2946.0,2078098.0,0.047,21.2,,,
2021-02-03,271431.0,142.0,2031.0,1.0,3597.0,2081695.0,0.043,23.3,,,
2021-02-04,271602.0,171.0,2033.0,2.0,3878.0,2085573.0,0.041,24.4,158487.0,158487.0,
2021-02-05,271707.0,105.0,2035.0,2.0,2799.0,2088372.0,0.04,25.2,,,
2021-02-06,271806.0,99.0,2035.0,0.0,2794.0,2091166.0,0.041,24.6,,,
2021-02-07,271925.0,119.0,2038.0,3.0,2251.0,2093417.0,0.043,23.2,,,
2021-02-08,272055.0,130.0,2045.0,7.0,3333.0,2096750.0,0.043,23.0,,,
2021-02-09,272215.0,160.0,2047.0,2.0,4309.0,2101059.0,0.04,24.8,,,
2021-02-10,272349.0,134.0,2047.0,0.0,3567.0,2104626.0,0.04,25.0,,,
2021-02-11,272430.0,81.0,2052.0,5.0,3023.0,2107649.0,0.038,26.7,,,
2021-02-12,272557.0,127.0,2054.0,2.0,4000.0,2111649.0,0.037,27.4,,,
2021-02-13,272614.0,57.0,2054.0,0.0,1900.0,2113549.0,0.036,27.7,,,
2021-02-14,272718.0,104.0,2054.0,0.0,3501.0,2117050.0,0.034,29.8,,,
2021-02-15,272840.0,122.0,2055.0,1.0,3541.0,2120591.0,0.033,30.4,,,
2021-02-16,272945.0,105.0,2055.0,0.0,3360.0,2123951.0,0.032,31.4,,,
2021-02-17,273070.0,125.0,2055.0,0.0,3838.0,2127789.0,0.031,32.1,,,
2021-02-18,273166.0,96.0,2058.0,3.0,3541.0,2131330.0,0.031,32.2,,,
2021-02-19,273263.0,97.0,2061.0,3.0,2931.0,2134261.0,0.031,32.0,,,
2021-02-20,273351.0,88.0,2061.0,0.0,2048.0,2136309.0,0.032,30.9,402264.0,402264.0,
2021-02-21,273431.0,80.0,2061.0,0.0,3325.0,2139634.0,0.032,31.7,,,
2021-02-22,273556.0,125.0,2061.0,0.0,3681.0,2143315.0,0.032,31.7,,,
2021-02-23,273666.0,110.0,2065.0,4.0,3218.0,2146533.0,0.032,31.3,,,
2021-02-24,273760.0,94.0,2684.0,619.0,3692.0,2150225.0,0.031,32.5,,,
2021-02-25,273872.0,112.0,2685.0,1.0,3411.0,2153636.0,0.032,31.6,,,
2021-02-26,273984.0,112.0,2771.0,86.0,3944.0,2157580.0,0.031,32.3,,,
2021-02-27,274065.0,81.0,2773.0,2.0,2824.0,2160404.0,0.03,33.7,,,
2021-02-28,274143.0,78.0,2774.0,1.0,2532.0,2162936.0,0.031,32.7,,,
2021-03-01,274216.0,73.0,2777.0,3.0,3049.0,2165985.0,0.029,34.4,,,
2021-03-02,274294.0,78.0,2777.0,0.0,4127.0,2170112.0,0.027,37.5,,,
2021-03-03,274381.0,87.0,2778.0,1.0,3399.0,2173511.0,0.027,37.5,,,
2021-03-04,274488.0,107.0,2778.0,0.0,5536.0,2179047.0,0.024,41.2,,,
2021-03-05,274608.0,120.0,3010.0,232.0,6143.0,2185190.0,0.023,44.2,,,
2021-03-06,274655.0,47.0,3010.0,0.0,3535.0,2188725.0,0.021,48.0,,,
2021-03-07,274721.0,66.0,3010.0,0.0,4111.0,2192836.0,0.019,51.7,,,
2021-03-08,274810.0,89.0,3011.0,1.0,4399.0,2197235.0,0.019,52.6,,,
2021-03-09,274869.0,59.0,3012.0,1.0,2715.0,2199950.0,0.019,51.9,,,
2021-03-10,274973.0,104.0,3012.0,0.0,3488.0,2203438.0,0.02,50.5,,,
2021-03-11,275070.0,97.0,3012.0,0.0,4484.0,2207922.0,0.02,49.6,,,
2021-03-12,275118.0,48.0,3012.0,0.0,2512.0,2210434.0,0.02,49.5,,,
2021-03-13,275178.0,60.0,3014.0,2.0,2362.0,2212796.0,0.022,46.0,,,
2021-03-14,275231.0,53.0,3014.0,0.0,2615.0,2215411.0,0.023,44.3,,,
2021-03-15,275310.0,79.0,3014.0,0.0,3311.0,2218722.0,0.023,43.0,,,
2021-03-16,275424.0,114.0,3014.0,0.0,2790.0,2221512.0,0.026,38.8,,,
2021-03-17,275518.0,94.0,3014.0,0.0,2781.0,2224293.0,0.026,38.3,,,
2021-03-18,275625.0,107.0,3015.0,1.0,3254.0,2227547.0,0.028,35.4,,,
2021-03-19,275750.0,125.0,3016.0,1.0,3161.0,2230708.0,0.031,32.1,1600000.0,1600000.0,
2021-03-20,275829.0,79.0,3016.0,0.0,2637.0,2233345.0,0.032,31.6,,,
2021-03-21,275906.0,77.0,3016.0,0.0,3181.0,2236526.0,0.032,31.3,,,
2021-03-22,276056.0,150.0,3019.0,3.0,4472.0,2240998.0,0.033,29.9,,,
2021-03-23,276244.0,188.0,3019.0,0.0,4032.0,2245030.0,0.035,28.7,,,
2021-03-24,276389.0,145.0,3020.0,1.0,3963.0,2248993.0,0.035,28.4,,,
2021-03-25,276509.0,120.0,3020.0,0.0,2891.0,2251884.0,0.036,27.5,,,
2021-03-26,276665.0,156.0,3024.0,4.0,4416.0,2256300.0,0.036,28.0,,,
2021-03-27,276750.0,85.0,3027.0,3.0,2745.0,2259045.0,0.036,27.9,,,
2021-03-28,276839.0,89.0,3027.0,0.0,2101.0,2261146.0,0.038,26.4,,,
2021-03-29,276980.0,141.0,3027.0,0.0,3122.0,2264268.0,0.04,25.2,,,
2021-03-30,277147.0,167.0,3030.0,3.0,3140.0,2267408.0,0.04,24.8,,,
2021-03-31,277309.0,162.0,3030.0,0.0,3919.0,2271327.0,0.041,24.3,,,
2021-04-01,277461.0,152.0,3031.0,1.0,4213.0,2275540.0,0.04,24.8,,,
2021-04-02,277640.0,179.0,3031.0,0.0,3565.0,2279105.0,0.043,23.4,,,
2021-04-03,277768.0,128.0,3032.0,1.0,2727.0,2281832.0,0.045,22.4,,,
2021-04-04,277944.0,176.0,3032.0,0.0,3456.0,2285288.0,0.046,21.8,,,
2021-04-05,278210.0,266.0,3036.0,4.0,4536.0,2289824.0,0.048,20.8,1700000.0,1700000.0,
2021-04-06,278470.0,260.0,3036.0,0.0,4243.0,2294067.0,0.05,20.1,,,
2021-04-07,278768.0,298.0,3038.0,2.0,4100.0,2298167.0,0.054,18.4,1806236.0,1806236.0,
2021-04-08,279100.0,332.0,3038.0,0.0,4006.0,2302173.0,0.062,16.3,1811658.0,1811658.0,
2021-04-09,279388.0,288.0,3038.0,0.0,4071.0,2306244.0,0.064,15.5,1835263.0,1835263.0,
2021-04-10,279725.0,337.0,3039.0,1.0,3532.0,2309776.0,0.07,14.3,1841124.0,1841124.0,
2021-04-11,280028.0,303.0,3040.0,1.0,3125.0,2312901.0,0.075,13.3,1850570.0,1850570.0,
2021-04-12,280524.0,496.0,3053.0,13.0,4383.0,2317284.0,0.084,11.9,,,
2021-04-13,280984.0,460.0,3058.0,5.0,4386.0,2321670.0,0.091,11.0,1873377.0,1873377.0,
2021-04-14,281564.0,580.0,3061.0,3.0,4289.0,2325959.0,0.101,9.9,,,
2021-04-15,282054.0,490.0,3066.0,5.0,3588.0,2329547.0,0.108,9.3,1885755.0,1885755.0,
2021-04-16,282890.0,836.0,3070.0,4.0,5537.0,2335084.0,0.121,8.2,1900583.0,1900583.0,
2021-04-17,283658.0,768.0,3075.0,5.0,5333.0,2340417.0,0.128,7.8,1910209.0,1910209.0,
2021-04-18,284673.0,1015.0,3083.0,8.0,5084.0,2345501.0,0.142,7.0,1924703.0,1924703.0,
2021-04-19,285900.0,1227.0,3091.0,8.0,7001.0,2352502.0,0.153,6.6,1938679.0,1938679.0,
2021-04-20,287567.0,1667.0,3102.0,11.0,8055.0,2360557.0,0.169,5.9,1961992.0,1961992.0,
2021-04-21,289787.0,2220.0,3112.0,10.0,8844.0,2369401.0,0.189,5.3,1966506.0,1966506.0,
2021-04-22,292152.0,2365.0,3117.0,5.0,10001.0,2379402.0,0.203,4.9,1978239.0,1978239.0,
2021-04-23,294601.0,2449.0,3122.0,5.0,8798.0,2388200.0,0.22,4.5,1989248.0,1989248.0,
2021-04-24,297087.0,2486.0,3136.0,14.0,7525.0,2395725.0,0.243,4.1,,,
2021-04-25,300119.0,3032.0,3164.0,28.0,9292.0,2405017.0,0.26,3.9,2006436.0,2006436.0,
2021-04-26,303561.0,3442.0,3176.0,12.0,12400.0,2417417.0,0.272,3.7,2019177.0,2019177.0,
2021-04-27,307925.0,4364.0,3194.0,18.0,14672.0,2432089.0,0.285,3.5,2051440.0,2051440.0,
2021-04-28,312699.0,4774.0,3211.0,17.0,13879.0,2445968.0,0.299,3.3,2091511.0,2091511.0,
2021-04-29,317530.0,4831.0,3246.0,35.0,12597.0,2458565.0,0.321,3.1,,,
2021-04-30,323187.0,5657.0,3279.0,33.0,,,0.335,3.0,,,
2021-05-01,328893.0,5706.0,3298.0,19.0,,2488359.0,0.343,2.9,,,
2021-05-02,336030.0,7137.0,3325.0,27.0,16117.0,2504476.0,0.361,2.8,,,
2021-05-03,343418.0,7388.0,3362.0,37.0,16688.0,2521164.0,0.384,2.6,,,
2021-05-04,351005.0,7587.0,3417.0,55.0,16131.0,2537295.0,0.409,2.4,,,
2021-05-05,359610.0,8605.0,3475.0,58.0,20756.0,2558051.0,0.419,2.4,,,
2021-05-06,368580.0,8970.0,3529.0,54.0,20367.0,2578418.0,0.426,2.3,,,
2021-05-07,377603.0,9023.0,3579.0,50.0,19987.0,2598405.0,0.436,2.3,2453512.0,2091511.0,362001.0
2021-05-08,385890.0,8287.0,3632.0,53.0,,,0.445,2.2,,,
2021-05-09,394667.0,8777.0,3720.0,88.0,,2634504.0,0.451,2.2,,,
2021-05-10,403794.0,9127.0,3859.0,139.0,17626.0,2652130.0,0.461,2.2,,,
2021-05-11,413111.0,9317.0,4084.0,225.0,20596.0,2672726.0,0.459,2.2,,,
2021-05-12,422349.0,9238.0,4252.0,168.0,20362.0,2693088.0,0.465,2.2,,,
2021-05-13,431191.0,8842.0,4466.0,214.0,19474.0,2712562.0,0.467,2.1,,,
2021-05-14,439658.0,8467.0,4669.0,203.0,20948.0,2733510.0,0.459,2.2,,,
2021-05-15,447704.0,8046.0,4856.0,187.0,17971.0,2751481.0,0.458,2.2,,,
2021-05-16,455020.0,7316.0,5001.0,145.0,19499.0,2770980.0,0.442,2.3,,,
2021-05-17,464218.0,9198.0,5215.0,214.0,21693.0,2792673.0,0.43,2.3,,,
2021-05-18,472354.0,8136.0,5411.0,196.0,20286.0,2812959.0,0.422,2.4,2539590.0,2113080.0,426510.0
2021-05-19,480418.0,8064.0,5657.0,246.0,21139.0,2834098.0,0.412,2.4,,,
2021-05-20,488645.0,8227.0,5847.0,190.0,21695.0,2855793.0,0.401,2.5,2596711.0,2113080.0,483631.0
2021-05-21,497052.0,8407.0,6024.0,177.0,22353.0,2878146.0,0.397,2.5,2627333.0,2113080.0,514253.0
2021-05-22,505643.0,8591.0,6153.0,129.0,19357.0,2897503.0,0.397,2.5,2644648.0,2113080.0,531568.0
2021-05-23,513241.0,7598.0,6346.0,193.0,18965.0,2916468.0,0.4,2.5,2666669.0,2113080.0,553589.0
2021-05-24,520461.0,7220.0,6531.0,185.0,19846.0,2936314.0,0.392,2.6,2706835.0,2113080.0,593755.0
2021-05-25,528848.0,8387.0,6700.0,169.0,22306.0,2958620.0,0.388,2.6,2727193.0,2113080.0,614113.0
2021-05-26,535525.0,6677.0,6845.0,145.0,19030.0,2977650.0,0.384,2.6,2741964.0,2113080.0,628884.0
2021-05-27,542256.0,6731.0,6951.0,106.0,20414.0,2998064.0,0.377,2.7,2761148.0,2113080.0,648068.0
2021-05-28,549111.0,6855.0,7047.0,96.0,19313.0,3017377.0,0.374,2.7,2767931.0,2113080.0,654851.0
2021-05-29,553422.0,4311.0,7163.0,116.0,14006.0,3031383.0,0.357,2.8,2800019.0,2113080.0,686939.0
2021-05-30,557124.0,3702.0,7272.0,109.0,10986.0,3042369.0,0.349,2.9,2802596.0,2113080.0,689516.0
2021-05-31,561302.0,4178.0,7386.0,114.0,15055.0,3057424.0,0.337,3.0,,,
2021-06-01,566587.0,5285.0,7454.0,68.0,17147.0,3074571.0,0.325,3.1,,,
2021-06-02,571111.0,4524.0,7555.0,101.0,13805.0,3088376.0,0.321,3.1,,,
2021-06-03,576936.0,5825.0,7630.0,75.0,18562.0,3106938.0,0.319,3.1,,,
2021-06-04,581560.0,4624.0,7731.0,101.0,14182.0,3121120.0,0.313,3.2,,,
2021-06-05,585100.0,3540.0,7799.0,68.0,11471.0,3132591.0,0.313,3.2,,,
2021-06-06,588124.0,3024.0,7898.0,99.0,10471.0,3143062.0,0.308,3.2,2804574.0,2113080.0,691494.0
2021-06-07,591494.0,3370.0,7990.0,92.0,12002.0,3155064.0,0.309,3.2,,,
2021-06-08,595364.0,3870.0,8098.0,108.0,12065.0,3167129.0,0.311,3.2,,,
2021-06-09,598813.0,3449.0,8179.0,81.0,12074.0,3179203.0,0.305,3.3,2861314.0,2169820.0,691494.0
2021-06-10,601687.0,2874.0,8238.0,59.0,9901.0,3189104.0,0.301,3.3,2936113.0,2244619.0,691494.0
2021-06-11,604396.0,2709.0,8305.0,67.0,9598.0,3198702.0,0.294,3.4,,,
2021-06-12,606778.0,2382.0,8366.0,61.0,8506.0,3207208.0,0.291,3.4,3074592.0,2383098.0,691494.0
2021-06-13,608472.0,1694.0,8412.0,46.0,7517.0,3214725.0,0.284,3.5,,,
2021-06-14,610521.0,2049.0,8465.0,53.0,9438.0,3224163.0,0.275,3.6,,,
2021-06-15,612202.0,1681.0,8506.0,41.0,7449.0,3231612.0,0.261,3.8,3129621.0,2438127.0,691494.0
2021-06-16,614216.0,2014.0,8558.0,52.0,8687.0,3240299.0,0.252,4.0,3153419.0,2461925.0,691494.0
2021-06-17,615984.0,1768.0,8597.0,39.0,7711.0,3248010.0,0.243,4.1,,,
2021-06-18,617947.0,1963.0,8641.0,44.0,7569.0,3255579.0,0.238,4.2,,,
2021-06-19,619635.0,1688.0,8675.0,34.0,7010.0,3262589.0,0.232,4.3,3231849.0,2500196.0,731653.0
2021-06-20,621056.0,1421.0,8726.0,51.0,6677.0,3269266.0,0.231,4.3,,,
2021-06-21,622640.0,1584.0,8772.0,46.0,6583.0,3275849.0,0.234,4.3,,,
2021-06-22,626343.0,3703.0,8813.0,41.0,12204.0,3288053.0,0.251,4.0,,,
2021-06-23,627854.0,1511.0,8894.0,81.0,7461.0,3295514.0,0.247,4.0,,,
2021-06-24,629431.0,1577.0,8918.0,24.0,7235.0,3302749.0,0.246,4.1,,,
2021-06-25,631152.0,1721.0,8945.0,27.0,9586.0,3312335.0,0.233,4.3,,,
2021-06-26,632326.0,1174.0,8975.0,30.0,4704.0,3317039.0,0.233,4.3,3331960.0,2582375.0,749585.0
2021-06-27,633679.0,1353.0,9009.0,34.0,6000.0,3323039.0,0.235,4.3,3333921.0,2583790.0,750131.0
2021-06-28,635188.0,1509.0,9051.0,42.0,6648.0,3329687.0,0.233,4.3,3339983.0,2587873.0,752110.0
2021-06-29,636916.0,1728.0,9071.0,20.0,7259.0,3336946.0,0.216,4.6,3354095.0,2599553.0,754542.0
2021-06-30,638805.0,1889.0,9112.0,41.0,7187.0,3344133.0,0.225,4.4,3356335.0,2601316.0,755019.0
2021-07-01,640662.0,1857.0,9145.0,33.0,7130.0,3351263.0,0.231,4.3,3361468.0,2604866.0,756602.0
2021-07-02,642053.0,1391.0,9179.0,34.0,6566.0,3357829.0,0.24,4.2,,,
2021-07-03,643580.0,1527.0,9198.0,19.0,5837.0,3363666.0,0.241,4.1,3362828.0,2604866.0,757962.0
2021-07-04,644622.0,1042.0,9225.0,27.0,4876.0,3368542.0,0.241,4.2,3364051.0,2606005.0,758046.0
2021-07-05,646367.0,1745.0,9248.0,23.0,7499.0,3376041.0,0.241,4.1,3371761.0,2611807.0,759954.0
2021-07-06,648085.0,1718.0,9263.0,15.0,7503.0,3383544.0,0.24,4.2,,,
2021-07-07,650162.0,2077.0,9291.0,28.0,7835.0,3391379.0,0.24,4.2,3463107.0,2611807.0,851300.0
2021-07-08,651380.0,1218.0,9320.0,29.0,5374.0,3396753.0,0.236,4.2,,,
2021-07-09,652859.0,1479.0,9340.0,20.0,6657.0,3403410.0,0.237,4.2,3576315.0,2611807.0,964508.0
2021-07-10,654212.0,1353.0,9362.0,22.0,6530.0,3409940.0,0.23,4.4,,,
2021-07-11,655449.0,1237.0,9382.0,20.0,5535.0,3415475.0,0.231,4.3,3653173.0,2611807.0,1041366.0
2021-07-12,657139.0,1690.0,9400.0,18.0,7689.0,3423164.0,0.229,4.4,3690999.0,2611807.0,1079192.0
2021-07-13,658778.0,1639.0,9412.0,12.0,7058.0,3430222.0,0.229,4.4,3714937.0,2611807.0,1103130.0
2021-07-14,660788.0,2010.0,9430.0,18.0,8108.0,3438330.0,0.226,4.4,3730344.0,2621476.0,1108868.0
2021-07-15,662570.0,1782.0,9463.0,33.0,8256.0,3446586.0,0.225,4.5,,,
2021-07-16,664576.0,2006.0,9506.0,43.0,9613.0,3456199.0,0.222,4.5,3885991.0,2765709.0,1120282.0
2021-07-17,665886.0,1310.0,9527.0,21.0,,,0.22,4.5,4039720.0,2912850.0,1126870.0
2021-07-18,667109.0,1223.0,9550.0,23.0,,3469685.0,0.215,4.6,4129122.0,2999214.0,1129908.0
2021-07-19,668751.0,1642.0,9582.0,32.0,,,0.212,4.7,,,
2021-07-20,670953.0,2202.0,9607.0,25.0,,3486354.0,0.217,4.6,4309086.0,3150956.0,1158130.0
2021-07-21,672871.0,1918.0,9637.0,30.0,,,0.212,4.7,,,
2021-07-22,674726.0,1855.0,9661.0,24.0,,3504191.0,0.211,4.7,4589970.0,3308730.0,1281240.0
2021-07-23,676708.0,1982.0,9679.0,18.0,13698.0,3517889.0,0.197,5.1,4661963.0,3349951.0,1312012.0
2021-07-24,679017.0,2309.0,9695.0,16.0,10625.0,3528514.0,0.2,5.0,4743274.0,3377228.0,1366046.0
2021-07-25,680556.0,1539.0,9713.0,18.0,10569.0,3539083.0,0.194,5.2,4781216.0,3383038.0,1398178.0
2021-07-26,682947.0,2391.0,9738.0,25.0,12240.0,3551323.0,0.194,5.2,4828570.0,3405154.0,1423416.0
2021-07-27,685673.0,2726.0,9758.0,20.0,12655.0,3563978.0,0.19,5.3,4920010.0,3462340.0,1457670.0
2021-07-28,688307.0,2634.0,9791.0,33.0,10886.0,3574864.0,0.194,5.2,5047355.0,3544043.0,1503312.0
2021-07-29,690642.0,2335.0,9807.0,16.0,9555.0,3584419.0,0.198,5.0,5199536.0,3650733.0,1548803.0
2021-07-30,693109.0,2467.0,9834.0,27.0,9783.0,3594202.0,0.215,4.7,,,
2021-07-31,695389.0,2280.0,9857.0,23.0,9263.0,3603465.0,0.218,4.6,5682627.0,3936724.0,1745903.0
2021-08-01,697370.0,1981.0,9875.0,18.0,8402.0,3611867.0,0.231,4.3,5877759.0,4064288.0,1813471.0
2021-08-02,699649.0,2279.0,9898.0,23.0,10613.0,3622480.0,0.235,4.3,6163462.0,4163251.0,2000211.0
2021-08-03,702097.0,2448.0,9922.0,24.0,10638.0,3633118.0,0.238,4.2,6257243.0,4254540.0,2002703.0
2021-08-04,705072.0,2975.0,9957.0,35.0,11354.0,3644472.0,0.241,4.2,6372398.0,4297612.0,2074786.0
2021-08-05,708079.0,3007.0,9994.0,37.0,11870.0,3656342.0,0.242,4.1,6490177.0,4359277.0,2130900.0
2021-08-06,710509.0,2430.0,10019.0,25.0,9493.0,3665835.0,0.243,4.1,6611076.0,4403021.0,2208055.0
2021-08-07,712740.0,2231.0,10038.0,19.0,8866.0,3674701.0,0.244,4.1,6802415.0,4442622.0,2359793.0
2021-08-08,714877.0,2137.0,10093.0,55.0,9033.0,3683734.0,0.244,4.1,6986451.0,4494269.0,2492182.0
2021-08-09,717486.0,2609.0,10115.0,22.0,10445.0,3694179.0,0.249,4.0,7131481.0,4525435.0,2606046.0
2021-08-10,720680.0,3194.0,10150.0,35.0,13217.0,3707396.0,0.25,4.0,7263702.0,4541682.0,2722020.0
2021-08-11,723296.0,2616.0,10180.0,30.0,10907.0,3718303.0,0.247,4.1,7458913.0,4570553.0,2888360.0
2021-08-12,725769.0,2473.0,10212.0,32.0,10806.0,3729109.0,0.243,4.1,7515766.0,4593526.0,2922240.0
2021-08-13,728532.0,2763.0,10239.0,27.0,,,,,,,
